"subj" "group" "tree" "cat" "rt"
11 0 "KNF" "false" 8044
11 0 "UNT" "true" 3002
11 0 "KRT" "false" 2541
11 0 "KRF" "true" 2626
11 0 "URF" "false" 1764
11 0 "UNF" "false" 1666
11 0 "URT" "true" 1882
11 0 "URT" "true" 2514
11 0 "URT" "true" 1849
11 0 "KRT" "true" 1809
11 0 "KRF" "true" 2516
11 0 "KRF" "true" 2421
11 0 "KRT" "true" 2157
11 0 "KNF" "false" 3178
11 0 "UNT" "true" 1119
11 0 "KRF" "false" 2669
11 0 "KRF" "true" 1621
11 0 "KNT" "true" 2025
11 0 "KNT" "true" 2027
11 0 "KNT" "true" 1821
11 0 "UNT" "true" 2601
11 0 "KRT" "true" 1667
11 0 "URF" "false" 3195
11 0 "KNT" "false" 3408
11 0 "URF" "true" 3296
11 0 "KRT" "false" 2688
11 0 "KNF" "true" 2592
11 0 "KNF" "true" 2698
11 0 "UNF" "true" 3249
11 0 "KRF" "false" 3194
11 0 "UNT" "true" 2788
11 0 "UNF" "true" 3992
11 0 "URT" "true" 2258
11 0 "KRT" "true" 2395
11 0 "KNF" "true" 3360
11 0 "UNF" "false" 3538
11 0 "KRT" "true" 2496
11 0 "UNT" "false" 4318
11 0 "URT" "false" 5083
11 0 "URF" "true" 3855
11 0 "UNF" "false" 3839
11 0 "URF" "true" 1566
11 0 "KNT" "true" 5605
11 0 "URF" "true" 3195
11 0 "URF" "true" 3775
11 0 "UNF" "true" 4985
11 0 "UNT" "false" 3483
11 0 "KRT" "true" 1648
11 0 "UNF" "false" 3738
11 0 "UNT" "true" 2263
11 0 "UNT" "true" 3247
11 0 "KNF" "true" 3747
11 0 "URT" "true" 3789
11 0 "UNF" "false" 4744
11 0 "KRF" "true" 3298
11 0 "URF" "false" 4922
11 0 "UNF" "false" 4101
11 0 "URT" "true" 4570
11 0 "URF" "true" 4308
11 0 "UNT" "true" 5922
12 0 "KRT" "true" 1711
12 0 "KRF" "true" 1899
12 0 "KNT" "true" 1479
12 0 "KNT" "true" 2057
12 0 "UNT" "true" 2145
12 0 "URT" "false" 1911
12 0 "KRF" "true" 1924
