"subj" "group" "tree" "cat" "rt"
16 0 5 11 3392
16 0 7 15 2142
16 0 0 1 3598
16 0 3 6 4272
16 0 2 4 3906
16 0 3 6 4468
16 0 3 7 3321
17 0 6 13 3015
17 0 5 10 3368
17 0 6 13 3056
17 0 1 3 2656
17 0 5 11 3500
17 0 2 5 5291
17 0 5 11 2124
17 0 4 8 3781
17 0 1 3 4430
17 0 3 7 3708
17 0 1 3 4359
17 0 1 3 5502
17 0 7 15 1695
17 0 2 4 4132
17 0 7 15 2662
17 0 6 13 3632
17 0 1 3 4070
17 0 3 7 2028
17 0 2 4 4037
17 0 7 15 1512
17 0 4 9 3522
17 0 3 7 1452
17 0 2 4 3576
17 0 3 6 2079
17 0 0 1 2553
17 0 7 15 1452
17 0 7 15 1480
17 0 7 15 2008
17 0 6 12 2612
17 0 5 11 5911
17 0 2 5 1721
17 0 6 12 6372
17 0 1 3 2918
17 0 5 11 2885
17 0 0 1 3277
17 0 7 15 1519
17 0 1 3 3591
17 0 3 6 3079
17 0 0 1 2537
17 0 6 13 1919
17 0 6 13 4325
17 0 6 13 1938
17 0 0 1 5968
17 0 3 7 1634
17 0 3 7 2291
17 0 7 15 2363
17 0 0 0 4209
17 0 4 8 4845
17 0 4 8 3908
17 0 6 12 4767
17 0 1 2 4461
17 0 0 0 4707
17 0 4 8 2858
17 0 4 8 7547
17 0 4 8 3034
17 0 2 5 4604
17 0 3 7 1761
17 0 6 12 5849
17 0 1 3 2443
17 0 0 0 4223
17 0 5 11 2951
17 0 3 6 6136
17 0 0 1 6854
17 0 5 10 5445
17 0 4 8 4845
17 0 4 8 3676
17 0 2 5 2488
17 0 5 11 4794
17 0 2 4 4894
17 0 1 2 3157
17 0 7 15 2579
17 0 7 15 1850
17 0 0 0 4776
17 0 5 11 3033
17 0 2 4 2510
17 0 5 11 2222
17 0 3 7 2000
17 0 0 1 3338
17 0 2 4 3639
17 0 4 9 5046
18 0 1 2 2446
18 0 3 6 1893
18 0 7 15 1378
18 0 4 9 1883
18 0 7 15 1825
18 0 2 4 2089
18 0 2 4 1575
18 0 2 4 1680
18 0 3 7 1438
18 0 1 3 1733
18 0 1 3 1881
18 0 0 0 4094
18 0 5 11 1747
18 0 0 0 2197
18 0 4 8 2152
18 0 4 8 2531
18 0 7 15 1247
18 0 3 7 1565
18 0 7 15 1183
18 0 3 6 1496
18 0 2 5 2372
18 0 4 8 2647
18 0 6 13 1822
18 0 5 11 2174
18 0 3 6 1567
18 0 2 5 1482
18 0 3 7 1694
18 0 7 15 1092
18 0 5 11 1361
18 0 0 0 1259
18 0 4 8 2097
18 0 2 5 1550
18 0 2 4 2296
18 0 6 13 1124
18 0 6 12 1337
18 0 7 15 1403
18 0 5 10 1155
18 0 5 10 2358
18 0 6 12 2079
18 0 6 13 2284
18 0 6 13 2650
18 0 0 0 1544
18 0 1 2 2954
18 0 3 6 1903
18 0 2 4 2763
18 0 5 11 1535
18 0 0 1 1729
18 0 4 8 2004
18 0 2 4 3700
18 0 1 3 1650
18 0 5 11 2632
18 0 1 3 1240
18 0 0 0 1895
18 0 5 11 1100
18 0 4 8 1752
18 0 4 9 3659
18 0 0 1 3433
18 0 3 7 1481
18 0 2 4 1359
18 0 6 12 1249
18 0 1 2 1372
18 0 3 7 1710
18 0 3 7 2042
18 0 1 2 1090
18 0 7 15 2207
18 0 4 9 2087
18 0 7 14 1861
18 0 7 15 1899
18 0 6 12 1568
18 0 4 9 1482
18 0 1 3 1327
18 0 5 10 1643
18 0 6 13 1346
18 0 0 1 2932
18 0 1 2 1016
18 0 0 1 1161
18 0 6 12 2106
19 0 4 8 4520
19 0 5 11 3472
19 0 0 0 3556
19 0 7 14 4038
19 0 4 8 3869
19 0 7 14 5035
19 0 4 9 4641
19 0 7 14 1453
19 0 2 4 4386
19 0 1 3 3293
19 0 4 9 5026
19 0 6 12 5732
19 0 6 12 3851
19 0 2 5 2976
19 0 7 14 4667
19 0 3 7 7196
19 0 6 12 3939
19 0 5 10 4007
19 0 6 12 5295
19 0 0 1 5554
19 0 6 13 4320
19 0 1 3 4656
19 0 0 1 4919
19 0 2 4 3675
19 0 6 13 6076
19 0 3 7 6715
19 0 1 2 5555
19 0 1 3 6745
19 0 4 9 3909
19 0 4 9 4464
19 0 0 1 4831
19 0 2 5 5569
19 0 3 6 3235
19 0 3 7 3524
19 0 5 10 5687
19 0 0 0 8369
19 0 4 8 6448
19 0 3 6 4088
19 0 1 3 6376
19 0 7 15 4032
19 0 3 7 5481
19 0 0 1 5488
19 0 0 0 6293
19 0 2 5 5831
19 0 2 4 3513
19 0 1 2 5158
19 0 7 14 4521
19 0 7 15 4462
19 0 5 11 5017
19 0 5 10 4520
19 0 6 12 4050
19 0 0 0 6082
19 0 6 12 3556
19 0 4 9 5500
19 0 5 11 5044
19 0 2 4 3052
19 0 2 4 4203
19 0 5 11 5338
19 0 1 2 6413
19 0 3 6 4529
19 0 4 9 6019
19 0 2 4 4246
19 0 5 11 4623
19 0 4 8 4568
19 0 6 13 5838
19 0 5 11 4453
19 0 6 12 4762
19 0 0 0 3763
19 0 7 14 4364
19 0 3 6 3826
19 0 3 6 4104
19 0 7 15 3721
19 0 1 2 4838
19 0 3 7 4225
19 0 7 14 6159
19 0 1 2 4853
19 0 5 11 4173
19 0 0 0 9631
19 0 2 4 4304
19 0 1 2 3635
20 0 7 15 2096
20 0 3 7 1588
20 0 0 1 1803
20 0 3 7 979
20 0 5 11 1708
20 0 6 12 1647
20 0 7 15 1605
20 0 7 15 908
20 0 2 5 1638
20 0 7 15 1580
20 0 6 13 2468
20 0 2 5 1561
20 0 6 13 1201
20 0 5 11 1880
20 0 0 0 1972
20 0 2 4 1845
20 0 5 11 2842
20 0 0 0 2080
20 0 2 5 2580
20 0 1 2 2068
20 0 1 2 1985
20 0 5 10 2145
20 0 4 8 1771
20 0 1 3 2995
20 0 5 11 1395
20 0 1 2 2146
20 0 4 9 1988
20 0 3 7 1780
20 0 0 0 2164
20 0 6 12 1565
20 0 3 7 1845
20 0 4 8 3794
20 0 3 7 2041
20 0 4 8 2030
20 0 6 12 2316
20 0 0 0 2980
20 0 4 9 3963
20 0 3 7 1963
20 0 6 12 2020
20 0 6 13 1627
20 0 7 15 1769
20 0 7 15 1002
20 0 3 6 2064
20 0 4 8 3077
20 0 4 8 961
20 0 2 5 2387
20 0 4 8 2170
20 0 7 15 2171
20 0 5 11 1413
20 0 1 3 827
20 0 5 10 2105
20 0 7 15 2373
20 0 1 3 2885
20 0 1 2 1731
20 0 4 8 3102
20 0 2 4 1240
20 0 3 7 1855
20 0 0 0 2373
20 0 6 13 1636
20 0 3 7 1044
20 0 5 11 1410
20 0 2 4 2329
20 0 5 11 2347
20 0 1 2 2172
20 0 2 4 1045
20 0 1 3 2387
20 0 7 15 1994
20 0 7 15 1626
20 0 2 4 2129
20 0 6 12 1539
20 0 0 0 1013
20 0 0 0 756
20 0 0 0 725
21 0 6 13 2550
21 0 5 11 4023
21 0 2 5 3525
21 0 0 0 2959
21 0 5 11 3601
21 0 3 6 5104
21 0 0 0 4772
21 0 3 7 2588
21 0 5 11 7348
21 0 4 9 5581
21 0 6 13 2620
21 0 6 13 2403
21 0 4 9 2843
21 0 4 8 3040
21 0 2 4 3294
21 0 1 2 3866
21 0 2 4 1958
21 0 6 12 3991
21 0 7 15 5543
21 0 4 8 4713
21 0 7 15 4507
21 0 6 13 1894
21 0 7 15 1858
21 0 3 6 2271
21 0 7 15 6396
21 0 1 2 4235
21 0 1 3 5265
21 0 2 4 5509
21 0 3 6 2640
21 0 7 15 4685
21 0 4 8 4322
21 0 6 13 3636
21 0 2 4 3339
21 0 6 13 3861
21 0 0 0 4057
21 0 5 10 1678
21 0 5 10 3954
21 0 0 1 3332
21 0 0 0 3526
21 0 0 1 3751
21 0 0 0 4544
21 0 3 7 2098
21 0 4 8 6253
21 0 4 8 5802
21 0 3 6 3153
21 0 1 3 1635
21 0 2 5 4185
21 0 1 3 5873
21 0 6 12 3741
21 0 3 7 4967
21 0 2 5 4184
21 0 4 8 3752
21 0 4 8 5809
21 0 5 11 4368
21 0 3 7 3816
21 0 0 0 3991
21 0 3 7 1751
21 0 2 5 2920
21 0 1 3 2531
21 0 4 9 2733
21 0 5 11 5399
21 0 1 2 4750
21 0 7 15 5191
21 0 3 6 2935
21 0 7 15 5105
21 0 6 13 6709
21 0 7 15 5159
21 0 1 2 2096
21 0 0 1 2251
21 0 6 12 2688
21 0 1 2 1588
21 0 2 4 3884
21 0 0 0 2360
21 0 5 11 3266
21 0 5 10 3847
21 0 7 14 2579
21 0 7 15 1603
21 0 2 5 1555
22 0 2 4 3890
22 0 0 1 2480
22 0 6 13 2917
22 0 0 0 3861
22 0 1 3 5443
22 0 6 13 5063
22 0 2 4 4124
22 0 2 5 3392
22 0 5 11 3417
22 0 3 7 1963
22 0 6 13 5405
22 0 1 2 3343
22 0 5 11 4901
22 0 1 3 4376
22 0 7 15 2494
22 0 3 7 4246
22 0 7 15 1725
22 0 5 11 3306
22 0 3 6 6058
22 0 5 11 2439
22 0 4 9 5372
22 0 5 11 2974
22 0 7 15 3296
22 0 6 12 6267
22 0 7 15 4315
22 0 0 0 4386
22 0 3 7 3855
22 0 6 13 6603
22 0 4 9 4325
22 0 5 11 5340
22 0 7 15 1444
22 0 2 5 9396
22 0 1 3 6076
22 0 4 9 4258
22 0 7 15 2086
22 0 7 15 1378
22 0 1 3 3216
22 0 7 15 2053
22 0 3 7 7228
22 0 3 7 2960
22 0 6 12 5877
22 0 0 0 6126
22 0 4 9 5177
22 0 1 3 5499
22 0 4 9 2847
22 0 5 11 4781
22 0 0 1 7606
22 0 0 1 5326
22 0 7 15 2970
22 0 1 3 3213
22 0 4 8 6550
22 0 0 0 7993
22 0 4 9 4182
22 0 5 11 6156
22 0 0 0 5736
22 0 2 4 3078
22 0 2 5 4363
22 0 3 6 4855
22 0 5 11 2973
22 0 4 8 3849
22 0 6 13 4846
22 0 3 7 3078
22 0 3 7 3967
22 0 0 1 7824
22 0 4 8 5354
22 0 2 5 6590
22 0 4 8 4845
22 0 2 5 1831
22 0 0 1 4180
22 0 6 12 3205
22 0 3 6 3820
22 0 1 3 9426
22 0 2 4 3545
22 0 6 12 2859
22 0 6 13 4307
22 0 2 4 4875
22 0 1 2 7335
22 0 7 14 7648
22 0 5 11 2907
22 0 1 3 3259
23 0 4 8 5848
23 0 6 13 2089
23 0 7 15 2183
23 0 0 0 3395
23 0 2 5 3216
23 0 6 13 2517
23 0 0 0 7223
23 0 6 12 3904
23 0 6 12 5740
23 0 0 0 5159
23 0 2 4 4962
23 0 6 12 3680
23 0 0 1 5138
23 0 1 2 4440
23 0 2 4 3008
23 0 2 4 2557
23 0 3 6 2667
23 0 3 7 3441
23 0 7 15 1432
23 0 3 6 2897
23 0 7 15 3533
23 0 3 7 3829
23 0 4 8 3730
23 0 0 0 3779
23 0 5 11 6420
23 0 1 2 2655
23 0 7 15 2197
23 0 6 13 2595
23 0 4 8 5077
23 0 7 14 3555
23 0 7 15 3522
23 0 5 11 7476
23 0 0 0 4516
23 0 6 12 4265
23 0 7 15 2014
23 0 5 11 3410
23 0 1 3 3855
23 0 3 6 4396
23 0 5 11 3167
23 0 2 5 3895
23 0 5 10 4841
23 0 5 11 3411
23 0 0 0 4512
23 0 5 11 4605
23 0 6 12 6552
23 0 0 1 3529
23 0 1 3 6247
23 0 2 5 2838
23 0 4 8 4241
23 0 1 2 3757
23 0 1 3 2134
23 0 2 4 3147
23 0 2 5 6984
23 0 0 0 3526
23 0 4 9 3714
23 0 4 8 3170
23 0 3 6 3490
23 0 3 6 3352
23 0 3 6 2395
23 0 4 8 3093
23 0 5 10 3449
23 0 5 10 4189
23 0 5 11 3256
23 0 6 12 3101
23 0 0 0 3832
23 0 3 7 3203
23 0 7 15 1927
23 0 6 12 5829
23 0 4 8 5149
23 0 1 2 2451
23 0 2 5 2021
23 0 1 2 4025
23 0 3 6 2602
23 0 4 8 3084
23 0 4 8 2643
23 0 2 4 3435
23 0 1 2 7738
23 0 7 15 3700
23 0 7 15 2424
23 0 1 2 3308
24 0 3 7 3437
24 0 6 12 3526
24 0 4 9 3091
24 0 3 6 3954
24 0 0 0 5781
24 0 4 9 3670
24 0 3 6 3221
24 0 3 7 2967
24 0 5 11 4386
24 0 4 8 4267
24 0 2 4 3034
24 0 2 4 2579
24 0 0 1 4560
24 0 1 2 3786
24 0 3 7 3605
24 0 0 0 4206
24 0 5 11 3319
24 0 2 4 4396
24 0 5 10 3198
24 0 5 11 4497
24 0 1 2 5367
24 0 0 0 3208
24 0 5 11 4083
24 0 6 12 4841
24 0 1 2 4728
24 0 2 5 3428
24 0 7 14 5534
24 0 3 6 2969
24 0 2 4 2940
24 0 2 4 3098
24 0 0 1 3296
24 0 4 8 3727
24 0 3 7 4428
24 0 2 4 3100
24 0 7 14 4658
24 0 0 0 4329
24 0 4 8 4365
24 0 6 12 2937
24 0 6 12 5238
24 0 7 14 2853
24 0 0 0 3397
24 0 7 15 2984
24 0 1 2 3490
24 0 7 15 6017
24 0 0 1 3023
24 0 4 8 4049
24 0 5 11 5345
24 0 5 11 3572
24 0 6 13 2639
24 0 6 13 2920
24 0 1 2 5206
24 0 3 6 3430
24 0 4 8 4728
24 0 1 3 5075
24 0 1 2 4001
24 0 7 15 4626
24 0 6 12 2019
24 0 5 11 3613
24 0 5 11 5791
24 0 3 7 6167
24 0 1 2 5513
24 0 2 5 4108
24 0 7 15 2546
24 0 7 15 2799
24 0 7 15 2658
24 0 3 6 3611
24 0 6 12 3932
24 0 2 5 2993
24 0 4 8 3844
24 0 6 12 5181
24 0 7 14 4502
24 0 2 4 2523
24 0 1 2 3625
24 0 6 12 3770
24 0 1 2 3565
24 0 4 8 5465
24 0 0 0 3678
24 0 4 8 5014
24 0 5 11 6614
24 0 0 0 3277
25 0 4 9 2838
25 0 6 13 1269
25 0 7 15 1409
25 0 3 6 3099
25 0 1 3 1953
25 0 2 5 1283
25 0 4 8 1982
25 0 7 15 1717
25 0 1 3 2717
25 0 7 15 1375
25 0 6 13 2225
25 0 0 0 2414
25 0 3 7 949
25 0 4 9 3858
25 0 7 15 1085
25 0 6 13 1578
25 0 5 11 2463
25 0 5 10 2744
25 0 2 4 1306
25 0 7 15 1332
25 0 1 2 2013
25 0 3 7 1200
25 0 6 13 951
25 0 2 4 2329
25 0 4 8 4151
25 0 1 2 2031
25 0 7 15 2169
25 0 5 11 4361
25 0 4 8 2963
25 0 3 7 2293
25 0 0 0 2274
25 0 3 7 943
25 0 6 12 3116
25 0 2 5 1888
25 0 6 13 2677
25 0 2 4 1587
25 0 4 8 1971
25 0 5 10 2832
25 0 6 12 1904
25 0 5 11 3784
25 0 2 4 2484
25 0 1 2 1734
25 0 4 8 2687
25 0 2 4 1409
25 0 7 15 2318
25 0 1 2 3079
25 0 0 0 1370
25 0 5 11 3815
25 0 0 1 1700
25 0 4 8 3390
25 0 1 3 4505
25 0 0 0 1488
25 0 0 0 2503
25 0 7 15 2065
25 0 0 0 3325
25 0 0 0 2554
25 0 6 12 3800
25 0 4 8 1577
25 0 1 2 1868
25 0 5 11 3579
25 0 0 0 3448
25 0 1 3 1825
25 0 3 7 1850
25 0 5 10 2639
25 0 6 13 1817
25 0 6 12 2078
25 0 2 4 1650
25 0 2 4 1437
25 0 1 2 1471
25 0 3 7 1066
25 0 5 10 2921
25 0 3 6 2659
25 0 7 15 1181
25 0 3 7 1355
25 0 7 15 1343
25 0 2 5 1351
25 0 3 7 1187
25 0 4 8 2300
25 0 5 11 1764
26 0 2 4 2044
26 0 1 2 2665
26 0 0 0 2253
26 0 6 12 4384
26 0 0 0 3965
26 0 0 1 3699
26 0 4 8 1594
26 0 3 6 3277
26 0 5 11 3714
26 0 1 3 2017
26 0 0 0 2298
26 0 7 15 2497
26 0 4 8 2032
26 0 5 11 1636
26 0 0 0 1783
26 0 1 3 2363
26 0 1 2 2170
26 0 7 15 1761
26 0 6 12 2345
26 0 2 5 1595
26 0 4 8 1731
26 0 5 11 2202
26 0 3 7 1632
26 0 1 3 2604
26 0 5 11 1639
26 0 2 4 1630
26 0 6 13 1238
26 0 3 6 2039
26 0 2 4 1767
26 0 3 6 4143
26 0 4 8 2295
26 0 4 9 2947
26 0 6 13 2251
26 0 2 4 2350
26 0 4 8 1468
26 0 0 0 1760
26 0 5 11 2070
26 0 3 6 1843
26 0 7 15 1102
26 0 2 5 2114
26 0 3 7 2678
26 0 2 4 3572
26 0 3 7 1343
26 0 6 12 1899
26 0 7 15 1402
26 0 0 0 1590
26 0 1 3 2045
26 0 0 1 3141
26 0 5 11 1833
26 0 7 15 1256
26 0 1 2 1388
26 0 1 2 1801
26 0 5 11 2611
26 0 0 0 4035
26 0 2 4 1487
26 0 3 7 1812
26 0 7 15 1363
26 0 1 2 2346
26 0 3 7 2111
26 0 2 4 974
26 0 6 12 1323
26 0 5 10 2199
26 0 0 0 1501
26 0 2 5 1976
26 0 7 15 2574
26 0 7 15 1750
26 0 6 13 2632
26 0 5 10 2214
26 0 6 12 1300
26 0 1 3 1579
26 0 5 11 2570
26 0 6 12 2163
26 0 3 7 1522
26 0 4 8 1360
26 0 7 15 1590
26 0 4 8 2946
26 0 6 12 1841
26 0 4 8 3029
26 0 4 9 2359
26 0 7 15 1570
27 0 6 13 2662
27 0 3 6 4560
27 0 7 15 3326
27 0 0 0 3212
27 0 1 3 2028
27 0 7 15 2932
27 0 0 0 4443
27 0 0 1 3261
27 0 0 1 6381
27 0 1 2 2519
27 0 6 12 1385
27 0 4 9 625
27 0 0 0 2841
27 0 2 5 3259
27 0 4 8 1184
27 0 3 7 609
27 0 2 5 1606
27 0 7 14 1146
27 0 5 11 1473
27 0 0 0 959
27 0 2 5 560
27 0 5 11 2910
27 0 2 5 605
27 0 7 15 1590
27 0 1 3 1441
27 0 4 8 672
27 0 4 9 680
27 0 3 6 732
27 0 6 13 1461
27 0 4 8 865
27 0 6 13 509
27 0 3 7 674
27 0 7 14 568
27 0 7 14 964
27 0 2 4 532
27 0 0 1 6650
27 0 7 15 2925
27 0 5 10 1150
27 0 3 7 1042
27 0 6 12 793
27 0 3 7 991
27 0 5 11 656
27 0 1 2 594
27 0 5 11 739
27 0 1 3 2155
27 0 4 8 740
27 0 3 7 2023
27 0 7 15 1515
27 0 4 9 1324
27 0 0 1 1408
27 0 0 1 862
27 0 1 3 1006
27 0 7 14 941
27 0 5 11 2649
27 0 2 5 1679
27 0 6 12 2744
27 0 2 5 1082
27 0 0 1 768
27 0 6 12 1558
27 0 5 11 1988
27 0 6 12 2012
27 0 5 11 4595
27 0 2 4 4755
27 0 2 5 3530
27 0 3 7 3667
27 0 6 13 2321
27 0 4 9 2364
27 0 1 3 4890
28 0 0 0 3817
28 0 4 9 3532
28 0 0 1 4529
28 0 0 1 4169
28 0 7 15 3751
28 0 2 5 3549
28 0 1 3 2937
28 0 0 0 3051
28 0 1 2 3204
28 0 4 8 4739
28 0 7 15 3007
28 0 7 15 4179
28 0 6 13 3715
28 0 7 15 4046
28 0 3 7 3450
28 0 3 7 4188
28 0 6 13 3552
28 0 4 9 4768
28 0 4 8 3424
28 0 6 12 4039
28 0 5 11 4585
28 0 3 7 4455
28 0 5 11 5991
28 0 2 5 3509
28 0 2 4 3978
28 0 7 15 3448
28 0 6 12 4733
28 0 2 4 4360
28 0 0 0 3698
28 0 1 2 3264
28 0 3 6 3577
28 0 3 6 4745
28 0 0 0 4950
28 0 1 2 3594
28 0 7 14 4729
28 0 0 1 4168
28 0 7 15 4487
28 0 1 3 5864
28 0 4 9 5797
28 0 4 8 3545
28 0 5 11 3324
28 0 5 10 3195
28 0 6 13 4199
28 0 5 11 3015
28 0 4 9 3828
28 0 1 2 3948
28 0 5 10 4733
28 0 5 11 5251
28 0 0 0 4049
28 0 2 4 3873
28 0 3 6 5725
28 0 5 11 4885
28 0 1 3 4987
28 0 3 7 4021
28 0 3 7 4410
28 0 6 13 2792
28 0 7 15 3382
28 0 4 9 3734
28 0 2 4 4345
28 0 6 12 4261
28 0 0 0 5230
28 0 2 4 3482
28 0 5 10 2718
28 0 4 9 4736
28 0 0 0 4659
28 0 7 15 3790
28 0 2 4 6758
28 0 6 12 6352
28 0 6 12 3565
28 0 7 15 3124
28 0 3 6 3819
28 0 3 6 5237
28 0 1 2 5442
28 0 1 2 4509
28 0 2 4 4603
28 0 5 11 4316
28 0 4 8 5124
28 0 2 5 3414
28 0 1 2 4997
28 0 6 12 4279
29 0 1 2 2883
29 0 4 9 2780
29 0 4 9 4360
29 0 0 0 2433
29 0 3 7 2404
29 0 1 2 2902
29 0 7 15 2269
29 0 4 9 2421
29 0 6 13 2502
29 0 1 3 2126
29 0 4 9 1786
29 0 0 1 2732
29 0 0 1 3268
29 0 2 5 2493
29 0 2 5 3829
29 0 6 13 1698
29 0 2 5 2503
29 0 2 5 1831
29 0 4 9 2055
29 0 6 12 2087
29 0 7 15 1741
29 0 6 13 2314
29 0 5 11 2591
29 0 0 1 2571
29 0 1 3 1911
29 0 1 3 2276
29 0 3 7 2582
29 0 6 13 2370
29 0 5 11 1653
29 0 2 5 1532
29 0 1 2 2385
29 0 3 7 2219
29 0 0 0 3413
29 0 5 11 2420
29 0 5 11 2030
29 0 2 5 2134
29 0 6 13 1579
29 0 2 5 1927
29 0 3 7 1940
29 0 1 3 1568
29 0 5 10 2065
29 0 7 15 1513
29 0 5 11 1397
29 0 3 7 1615
29 0 0 1 2447
29 0 3 7 2344
29 0 7 15 1869
29 0 7 15 1685
29 0 7 15 1323
29 0 1 3 1686
29 0 7 15 1244
29 0 2 5 1986
29 0 7 15 1222
29 0 3 7 2766
29 0 6 13 1852
29 0 4 9 2211
29 0 5 11 2326
29 0 7 15 1659
29 0 0 1 1401
29 0 0 1 2026
29 0 0 1 1716
29 0 3 7 3633
29 0 1 2 1877
29 0 2 5 1908
29 0 4 9 2762
29 0 6 13 1806
29 0 4 8 3544
29 0 4 9 2089
29 0 3 6 3576
29 0 1 3 1959
29 0 5 11 2243
29 0 4 8 2403
29 0 6 12 4247
29 0 5 11 2436
29 0 5 11 3388
29 0 3 7 2587
29 0 2 5 3031
29 0 6 12 2682
29 0 7 15 2107
29 0 0 1 2217
30 0 0 0 4122
30 0 7 15 3747
30 0 1 2 4731
30 0 4 8 4891
30 0 6 13 6922
30 0 3 7 4431
30 0 0 0 4315
30 0 3 7 4371
30 0 3 7 2529
30 0 4 8 3930
30 0 4 8 6147
30 0 3 7 5131
30 0 6 13 2877
30 0 1 3 4332
30 0 3 7 2813
30 0 3 7 3199
30 0 4 8 3299
30 0 2 4 3805
30 0 4 8 2795
30 0 0 1 7527
30 0 1 2 4209
30 0 6 13 2718
30 0 2 5 5910
30 0 0 0 3124
30 0 7 15 2919
30 0 7 15 4246
30 0 6 13 2985
30 0 7 15 3211
30 0 2 5 2612
30 0 7 15 2218
30 0 2 5 3516
30 0 4 8 3096
30 0 2 5 2823
30 0 5 11 3710
30 0 6 13 1994
30 0 1 2 3841
30 0 1 2 3676
30 0 7 15 1924
30 0 6 13 3006
30 0 7 15 5506
30 0 5 10 4104
30 0 0 0 4512
30 0 5 11 3402
30 0 0 0 3613
30 0 1 2 2895
30 0 0 1 4116
30 0 6 13 2417
30 0 7 14 6327
30 0 2 5 3425
30 0 0 0 4407
30 0 6 13 4527
30 0 5 11 4219
30 0 1 3 3227
30 0 1 2 6337
30 0 5 10 3703
30 0 4 8 5734
30 0 5 11 3407
30 0 7 15 3018
30 0 2 5 2573
30 0 3 7 2747
30 0 4 8 4532
30 0 5 11 6230
30 0 2 4 4930
30 0 5 11 2500
30 0 1 2 4710
30 0 2 4 2386
30 0 6 13 3738
30 0 7 14 6235
30 0 2 4 3528
30 0 4 8 2708
30 0 3 6 4728
30 0 6 12 3525
30 0 3 6 2204
30 0 0 0 3129
30 0 5 10 5031
30 0 0 1 4012
30 0 4 9 7525
30 0 3 6 3407
30 0 1 2 3214
30 0 5 10 4018
